latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.5028,17.20757,296.16,0.35,0.57,2023-01-01,0134,N,VIIRS,n,2,280.12,1.22,N,2
40.5006,17.21562,302.3,0.35,0.57,2023-01-01,0134,N,VIIRS,n,2,283.78,1.03,N,3
40.50781,17.20975,300.99,0.35,0.57,2023-01-01,0134,N,VIIRS,n,2,279.27,0.82,N,3
40.50674,17.21377,299.03,0.35,0.57,2023-01-01,0134,N,VIIRS,n,2,281.43,0.82,N,3
40.50781,17.20988,307.22,0.35,0.57,2023-01-01,0134,N,VIIRS,n,2,279.99,1.79,N,3
38.90536,16.50627,302.36,0.36,0.57,2023-01-01,0135,N,VIIRS,n,2,279.73,0.52,N,0
38.79174,15.21122,300.51,0.62,0.54,2023-01-01,0135,N,VIIRS,n,2,279.53,1.79,N,1
38.79514,15.21366,302.77,0.62,0.54,2023-01-01,0135,N,VIIRS,n,2,281.83,0.36,N,1
37.96349,16.06364,301.86,0.36,0.57,2023-01-01,0135,N,VIIRS,n,2,281.63,0.73,N,0
37.95819,16.06235,320.98,0.36,0.57,2023-01-01,0135,N,VIIRS,n,2,282.46,1.6,N,0
37.756,15.0156,330.14,0.32,0.55,2023-01-01,0135,N,VIIRS,n,2,273.34,20.57,N,3
37.75122,15.03431,298.64,0.32,0.55,2023-01-01,0135,N,VIIRS,n,2,274.21,8.34,N,1
37.21299,15.16982,296.62,0.34,0.56,2023-01-01,0135,N,VIIRS,n,2,285.24,0.57,N,2
37.68225,15.14353,325.37,0.32,0.55,2023-01-01,1116,N,VIIRS,n,2,288.93,1.35,D,0
37.74966,15.03176,326.16,0.33,0.55,2023-01-01,1116,N,VIIRS,n,2,297.29,5.8,D,1
37.74898,15.02903,327.81,0.33,0.55,2023-01-01,1116,N,VIIRS,n,2,299.14,6.8,D,1
37.15759,13.8772,329.31,0.47,0.64,2023-01-01,1256,N,VIIRS,n,2,290.26,2.33,D,0
37.74967,15.0316,367,0.55,0.68,2023-01-01,1257,N,VIIRS,h,2,310.13,20.16,D,1
37.74898,15.00801,343.26,0.55,0.68,2023-01-01,1257,N,VIIRS,n,2,284.6,20.16,D,1
37.7558,15.02279,356.31,0.55,0.68,2023-01-01,1257,N,VIIRS,l,2,287.3,24.55,D,3
40.50177,17.20169,304.39,0.78,0.78,2023-01-01,2335,N,VIIRS,n,2,281.16,1.71,N,2
41.32016,15.08705,312.04,0.48,0.4,2023-01-02,0115,N,VIIRS,n,2,277.53,2.17,N,0
40.62862,18.00053,300.22,0.45,0.47,2023-01-02,0115,N,VIIRS,n,2,281.29,0.7,N,2
40.51171,17.20322,295,0.41,0.45,2023-01-02,0115,N,VIIRS,n,2,279.68,0.84,N,0
40.50557,17.21117,322.96,0.41,0.45,2023-01-02,0115,N,VIIRS,n,2,285.04,2.28,N,3
40.50893,17.17662,300.32,0.41,0.45,2023-01-02,0115,N,VIIRS,n,2,280.06,0.36,N,2
40.50262,17.20488,314.77,0.41,0.45,2023-01-02,0115,N,VIIRS,n,2,282.7,2.28,N,2
40.50049,17.21438,299.34,0.41,0.45,2023-01-02,0115,N,VIIRS,n,2,284.02,1.82,N,3
