date,latitude,longitude,fire_occurred,acq_time,acq_timestamp,frp,confidence,daynight,type,source_file
2023-05-13,45.52103,11.49898,1,1144,2023-05-13 11:44:00,1.82,l,D,2,italy_viirs_snpp_2023.csv
2023-05-13,45.24846,10.17663,1,1144,2023-05-13 11:44:00,4.38,n,D,0,italy_viirs_snpp_2023.csv
2023-05-13,45.14481,9.94244,1,1144,2023-05-13 11:44:00,15.86,n,D,2,italy_viirs_snpp_2023.csv
2023-05-13,45.38353,9.26374,1,1325,2023-05-13 13:25:00,2.17,n,D,0,italy_viirs_snpp_2023.csv
2023-05-13,45.65133,9.53283,1,1325,2023-05-13 13:25:00,4.3,n,D,0,italy_viirs_snpp_2023.csv
2023-05-13,45.65074,9.53167,1,1325,2023-05-13 13:25:00,5.1,n,D,0,italy_viirs_snpp_2023.csv
2023-05-14,45.24255,8.72233,1,1306,2023-05-14 13:06:00,3.29,n,D,0,italy_viirs_snpp_2023.csv
2023-05-15,45.68355,9.46523,1,121,2023-05-15 01:21:00,0.51,n,N,2,italy_viirs_snpp_2023.csv
2023-05-15,45.51568,10.34324,1,121,2023-05-15 01:21:00,0.65,n,N,2,italy_viirs_snpp_2023.csv
2023-05-15,45.45966,10.4581,1,121,2023-05-15 01:21:00,1.46,n,N,2,italy_viirs_snpp_2023.csv
2023-05-15,42.57096,12.6742,1,122,2023-05-15 01:22:00,1.35,n,N,2,italy_viirs_snpp_2023.csv
2023-05-15,45.0997,8.88424,1,122,2023-05-15 01:22:00,1.1,n,N,0,italy_viirs_snpp_2023.csv
2023-05-15,40.55553,9.67255,1,123,2023-05-15 01:23:00,0.54,n,N,2,italy_viirs_snpp_2023.csv
2023-05-15,45.45898,10.45891,1,1107,2023-05-15 11:07:00,3.18,n,D,2,italy_viirs_snpp_2023.csv
2023-05-15,45.71416,11.3956,1,1247,2023-05-15 12:47:00,4.64,n,D,0,italy_viirs_snpp_2023.csv
2023-05-15,45.47755,10.21335,1,1247,2023-05-15 12:47:00,3.32,n,D,2,italy_viirs_snpp_2023.csv
2023-05-15,45.38252,11.94898,1,1247,2023-05-15 12:47:00,6.97,n,D,2,italy_viirs_snpp_2023.csv
2023-05-15,45.14505,9.94277,1,1247,2023-05-15 12:47:00,6.81,n,D,2,italy_viirs_snpp_2023.csv
2023-05-15,45.71369,11.38824,1,1247,2023-05-15 12:47:00,4.64,n,D,0,italy_viirs_snpp_2023.csv
2023-05-16,45.14449,9.93997,1,103,2023-05-16 01:03:00,10.88,n,N,2,italy_viirs_snpp_2023.csv
2023-05-16,45.47896,10.21319,1,103,2023-05-16 01:03:00,1.57,n,N,2,italy_viirs_snpp_2023.csv
2023-05-16,40.51835,17.20652,1,104,2023-05-16 01:04:00,1.11,n,N,2,italy_viirs_snpp_2023.csv
2023-05-16,40.50323,17.20717,1,104,2023-05-16 01:04:00,1.71,n,N,2,italy_viirs_snpp_2023.csv
2023-05-16,40.49618,17.20485,1,104,2023-05-16 01:04:00,0.7,n,N,3,italy_viirs_snpp_2023.csv
2023-05-16,40.50118,17.21776,1,104,2023-05-16 01:04:00,1.76,n,N,3,italy_viirs_snpp_2023.csv
2023-05-16,39.08077,9.01792,1,104,2023-05-16 01:04:00,1.03,n,N,2,italy_viirs_snpp_2023.csv
2023-05-16,40.50471,17.21892,1,104,2023-05-16 01:04:00,1.44,n,N,3,italy_viirs_snpp_2023.csv
2023-05-16,37.12005,15.21947,1,105,2023-05-16 01:05:00,0.72,n,N,0,italy_viirs_snpp_2023.csv
2023-05-16,37.2091,15.16948,1,105,2023-05-16 01:05:00,1.4,n,N,2,italy_viirs_snpp_2023.csv
2023-05-16,45.78101,8.68308,1,243,2023-05-16 02:43:00,0.85,n,N,2,italy_viirs_snpp_2023.csv
2023-05-16,40.50135,17.20937,1,1226,2023-05-16 12:26:00,6.59,l,D,3,italy_viirs_snpp_2023.csv
2023-05-17,40.50728,17.20828,1,45,2023-05-17 00:45:00,0.92,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,38.20304,15.26783,1,45,2023-05-17 00:45:00,1.52,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,39.08133,9.0191,1,45,2023-05-17 00:45:00,1.47,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,39.60618,9.07665,1,45,2023-05-17 00:45:00,0.68,n,N,0,italy_viirs_snpp_2023.csv
2023-05-17,40.50068,17.20658,1,45,2023-05-17 00:45:00,0.75,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,40.50874,17.17567,1,45,2023-05-17 00:45:00,1.09,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,40.5066,17.21281,1,45,2023-05-17 00:45:00,0.92,n,N,3,italy_viirs_snpp_2023.csv
2023-05-17,40.51388,17.20998,1,45,2023-05-17 00:45:00,1.01,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,40.51786,17.2063,1,45,2023-05-17 00:45:00,0.7,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,40.62959,17.99924,1,45,2023-05-17 00:45:00,0.23,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,37.21172,15.17047,1,46,2023-05-17 00:46:00,1.62,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,37.12131,15.21745,1,46,2023-05-17 00:46:00,0.81,n,N,2,italy_viirs_snpp_2023.csv
2023-05-17,36.96975,14.3871,1,1207,2023-05-17 12:07:00,5.18,n,D,0,italy_viirs_snpp_2023.csv
2023-05-17,37.00699,14.34402,1,1207,2023-05-17 12:07:00,3.95,n,D,0,italy_viirs_snpp_2023.csv
2023-05-17,37.01093,14.34762,1,1207,2023-05-17 12:07:00,3.95,n,D,0,italy_viirs_snpp_2023.csv
2023-05-17,37.12548,15.19841,1,1207,2023-05-17 12:07:00,1.78,n,D,0,italy_viirs_snpp_2023.csv
2023-05-17,37.43776,15.03117,1,1207,2023-05-17 12:07:00,4.92,n,D,2,italy_viirs_snpp_2023.csv
2023-05-17,37.12646,15.19965,1,1207,2023-05-17 12:07:00,3.5,n,D,0,italy_viirs_snpp_2023.csv
2023-05-18,45.46022,10.45513,1,25,2023-05-18 00:25:00,2.1,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,40.51734,17.20475,1,26,2023-05-18 00:26:00,1.21,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,40.51281,17.21024,1,26,2023-05-18 00:26:00,1.21,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,40.50253,17.20876,1,26,2023-05-18 00:26:00,1.54,n,N,3,italy_viirs_snpp_2023.csv
2023-05-18,40.50637,17.20948,1,26,2023-05-18 00:26:00,1.54,n,N,3,italy_viirs_snpp_2023.csv
2023-05-18,40.51406,17.21094,1,26,2023-05-18 00:26:00,1.88,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,40.51856,17.20546,1,26,2023-05-18 00:26:00,1.14,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,40.62994,17.99993,1,26,2023-05-18 00:26:00,0.69,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,40.50128,17.20808,1,26,2023-05-18 00:26:00,1.88,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,40.50828,17.21574,1,26,2023-05-18 00:26:00,1.48,n,N,3,italy_viirs_snpp_2023.csv
2023-05-18,40.50897,17.20952,1,26,2023-05-18 00:26:00,2.5,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,37.43773,15.03017,1,27,2023-05-18 00:27:00,2.24,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,37.2113,15.16783,1,27,2023-05-18 00:27:00,1.52,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,38.2026,15.26652,1,27,2023-05-18 00:27:00,1.68,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,45.38131,11.94709,1,205,2023-05-18 02:05:00,0.73,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,45.50935,10.24257,1,205,2023-05-18 02:05:00,5.46,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,45.14472,9.9428,1,205,2023-05-18 02:05:00,3.65,n,N,2,italy_viirs_snpp_2023.csv
2023-05-18,40.5573,9.6663,1,206,2023-05-18 02:06:00,0.87,n,N,0,italy_viirs_snpp_2023.csv
2023-05-18,45.14632,9.94596,1,1150,2023-05-18 11:50:00,3.21,n,D,2,italy_viirs_snpp_2023.csv
2023-05-18,45.14695,9.94407,1,1150,2023-05-18 11:50:00,3.08,n,D,2,italy_viirs_snpp_2023.csv
2023-05-19,40.62745,17.9995,1,7,2023-05-19 00:07:00,0.37,n,N,2,italy_viirs_snpp_2023.csv
2023-05-19,37.20921,15.16835,1,8,2023-05-19 00:08:00,0.76,n,N,2,italy_viirs_snpp_2023.csv
2023-05-19,40.50335,17.21575,1,147,2023-05-19 01:47:00,1.49,n,N,3,italy_viirs_snpp_2023.csv
2023-05-19,40.51828,17.21012,1,147,2023-05-19 01:47:00,0.97,n,N,2,italy_viirs_snpp_2023.csv
2023-05-19,40.49933,17.20708,1,147,2023-05-19 01:47:00,1.07,n,N,3,italy_viirs_snpp_2023.csv
2023-05-19,40.50104,17.20139,1,147,2023-05-19 01:47:00,1.07,n,N,2,italy_viirs_snpp_2023.csv
2023-05-19,40.50507,17.21002,1,147,2023-05-19 01:47:00,2.17,n,N,3,italy_viirs_snpp_2023.csv
2023-05-19,38.79039,15.21105,1,148,2023-05-19 01:48:00,0.23,n,N,1,italy_viirs_snpp_2023.csv
2023-05-20,36.87731,15.13165,1,130,2023-05-20 01:30:00,1.38,n,N,0,italy_viirs_snpp_2023.csv
2023-05-21,39.21291,8.40318,1,111,2023-05-21 01:11:00,0.79,n,N,2,italy_viirs_snpp_2023.csv
2023-05-21,45.51984,11.50144,1,1234,2023-05-21 12:34:00,6.34,l,D,2,italy_viirs_snpp_2023.csv
2023-05-21,45.14452,9.9459,1,1234,2023-05-21 12:34:00,13.15,n,D,2,italy_viirs_snpp_2023.csv
2023-05-21,45.68511,9.59914,1,1234,2023-05-21 12:34:00,1.26,n,D,0,italy_viirs_snpp_2023.csv
2023-05-22,46.229,13.07162,1,50,2023-05-22 00:50:00,1.05,n,N,2,italy_viirs_snpp_2023.csv
2023-05-22,40.51996,17.19925,1,51,2023-05-22 00:51:00,0.93,n,N,2,italy_viirs_snpp_2023.csv
2023-05-22,40.51847,17.2083,1,51,2023-05-22 00:51:00,0.84,n,N,2,italy_viirs_snpp_2023.csv
2023-05-22,37.74636,15.00094,1,52,2023-05-22 00:52:00,2.5,n,N,1,italy_viirs_snpp_2023.csv
2023-05-22,37.74702,14.99666,1,52,2023-05-22 00:52:00,2.5,n,N,1,italy_viirs_snpp_2023.csv
2023-05-22,37.74308,15.00012,1,52,2023-05-22 00:52:00,2.5,n,N,1,italy_viirs_snpp_2023.csv
2023-05-22,45.78375,8.68414,1,230,2023-05-22 02:30:00,0.48,n,N,2,italy_viirs_snpp_2023.csv
2023-05-22,38.79209,15.21247,1,1213,2023-05-22 12:13:00,19.92,n,D,1,italy_viirs_snpp_2023.csv
2023-05-22,40.54546,17.31471,1,1214,2023-05-22 12:14:00,6.32,n,D,0,italy_viirs_snpp_2023.csv
2023-05-22,45.31363,11.5098,1,1215,2023-05-22 12:15:00,3.44,n,D,0,italy_viirs_snpp_2023.csv
2023-05-22,44.67929,11.02232,1,1215,2023-05-22 12:15:00,2.34,n,D,0,italy_viirs_snpp_2023.csv
2023-05-22,43.8549,11.15097,1,1215,2023-05-22 12:15:00,3.63,n,D,0,italy_viirs_snpp_2023.csv
2023-05-22,45.00859,9.78332,1,1215,2023-05-22 12:15:00,5.51,n,D,0,italy_viirs_snpp_2023.csv
2023-05-22,43.82931,11.04156,1,1215,2023-05-22 12:15:00,2.49,l,D,0,italy_viirs_snpp_2023.csv
2023-05-22,45.91016,11.92409,1,1215,2023-05-22 12:15:00,3.07,n,D,0,italy_viirs_snpp_2023.csv
2023-05-22,45.55335,11.55536,1,1215,2023-05-22 12:15:00,0.91,l,D,0,italy_viirs_snpp_2023.csv
2023-05-22,45.51794,11.49961,1,1215,2023-05-22 12:15:00,3.24,n,D,2,italy_viirs_snpp_2023.csv
2023-05-22,45.49479,11.37622,1,1215,2023-05-22 12:15:00,1.99,l,D,0,italy_viirs_snpp_2023.csv
2023-05-22,45.14385,9.94415,1,1215,2023-05-22 12:15:00,6.3,l,D,2,italy_viirs_snpp_2023.csv
2023-05-22,45.48776,11.70306,1,1215,2023-05-22 12:15:00,1.78,n,D,0,italy_viirs_snpp_2023.csv
2023-05-22,45.41185,10.96231,1,1215,2023-05-22 12:15:00,4.47,n,D,0,italy_viirs_snpp_2023.csv
2023-05-23,45.45723,10.45615,1,31,2023-05-23 00:31:00,1.77,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,44.68037,10.06601,1,31,2023-05-23 00:31:00,0.25,n,N,0,italy_viirs_snpp_2023.csv
2023-05-23,45.14943,9.94374,1,31,2023-05-23 00:31:00,0.94,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.14423,9.93839,1,31,2023-05-23 00:31:00,2.28,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.14403,9.9432,1,31,2023-05-23 00:31:00,2.11,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.63662,9.60537,1,31,2023-05-23 00:31:00,0.87,n,N,0,italy_viirs_snpp_2023.csv
2023-05-23,45.6371,9.60426,1,31,2023-05-23 00:31:00,1.19,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.5185,11.49948,1,31,2023-05-23 00:31:00,0.92,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.46272,10.45213,1,31,2023-05-23 00:31:00,7.88,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.46251,10.45676,1,31,2023-05-23 00:31:00,8.52,h,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.38231,11.94626,1,31,2023-05-23 00:31:00,1.54,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.50148,17.20737,1,32,2023-05-23 00:32:00,1.22,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.49201,17.19432,1,32,2023-05-23 00:32:00,1.03,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,42.57064,12.67343,1,32,2023-05-23 00:32:00,0.44,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.62891,17.99994,1,32,2023-05-23 00:32:00,1.01,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.52005,17.20581,1,32,2023-05-23 00:32:00,1.13,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.51647,17.20503,1,32,2023-05-23 00:32:00,1.13,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.51223,17.20964,1,32,2023-05-23 00:32:00,1.09,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.5106,17.19271,1,32,2023-05-23 00:32:00,1.03,n,N,0,italy_viirs_snpp_2023.csv
2023-05-23,40.50865,17.20889,1,32,2023-05-23 00:32:00,1.09,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.50898,17.17575,1,32,2023-05-23 00:32:00,1.68,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.50571,17.20275,1,32,2023-05-23 00:32:00,1.22,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.50506,17.20813,1,32,2023-05-23 00:32:00,1.22,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.50376,17.21886,1,32,2023-05-23 00:32:00,2.23,n,N,3,italy_viirs_snpp_2023.csv
2023-05-23,37.72822,14.99825,1,33,2023-05-23 00:33:00,4.9,n,N,3,italy_viirs_snpp_2023.csv
2023-05-23,37.72892,14.99209,1,33,2023-05-23 00:33:00,4.53,n,N,1,italy_viirs_snpp_2023.csv
2023-05-23,38.79284,15.2051,1,33,2023-05-23 00:33:00,1.99,n,N,1,italy_viirs_snpp_2023.csv
2023-05-23,36.88122,15.13482,1,33,2023-05-23 00:33:00,1.04,n,N,0,italy_viirs_snpp_2023.csv
2023-05-23,37.21045,15.16873,1,33,2023-05-23 00:33:00,1.08,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,37.74912,14.99925,1,33,2023-05-23 00:33:00,9.32,n,N,1,italy_viirs_snpp_2023.csv
2023-05-23,37.74974,14.99369,1,33,2023-05-23 00:33:00,5.07,n,N,1,italy_viirs_snpp_2023.csv
2023-05-23,37.7378,14.99576,1,33,2023-05-23 00:33:00,3.9,n,N,1,italy_viirs_snpp_2023.csv
2023-05-23,37.74533,14.9983,1,33,2023-05-23 00:33:00,9.32,n,N,1,italy_viirs_snpp_2023.csv
2023-05-23,37.74156,14.99708,1,33,2023-05-23 00:33:00,3.9,n,N,1,italy_viirs_snpp_2023.csv
2023-05-23,37.73405,14.99438,1,33,2023-05-23 00:33:00,4.52,n,N,1,italy_viirs_snpp_2023.csv
2023-05-23,37.7334,15.00027,1,33,2023-05-23 00:33:00,4.52,n,N,3,italy_viirs_snpp_2023.csv
2023-05-23,37.7303,14.99295,1,33,2023-05-23 00:33:00,4.52,n,N,1,italy_viirs_snpp_2023.csv
2023-05-23,37.72964,14.99903,1,33,2023-05-23 00:33:00,4.52,n,N,3,italy_viirs_snpp_2023.csv
2023-05-23,37.72655,14.99147,1,33,2023-05-23 00:33:00,2.32,n,N,3,italy_viirs_snpp_2023.csv
2023-05-23,37.72587,14.99774,1,33,2023-05-23 00:33:00,2.32,n,N,3,italy_viirs_snpp_2023.csv
2023-05-23,45.47898,10.21227,1,211,2023-05-23 02:11:00,1.24,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.46295,10.45426,1,211,2023-05-23 02:11:00,0.82,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.51704,10.34323,1,211,2023-05-23 02:11:00,0.44,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.3794,11.94486,1,211,2023-05-23 02:11:00,0.83,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.3846,11.94795,1,211,2023-05-23 02:11:00,1.27,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.38359,11.94816,1,211,2023-05-23 02:11:00,1.86,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.1448,9.94189,1,211,2023-05-23 02:11:00,3.46,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.78257,8.6845,1,211,2023-05-23 02:11:00,0.67,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.37069,10.33139,1,211,2023-05-23 02:11:00,0.66,n,N,0,italy_viirs_snpp_2023.csv
2023-05-23,45.4616,10.45685,1,211,2023-05-23 02:11:00,1.18,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.14376,9.93941,1,211,2023-05-23 02:11:00,1.5,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,45.14265,9.94348,1,211,2023-05-23 02:11:00,1.5,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.55914,9.66729,1,213,2023-05-23 02:13:00,0.7,n,N,2,italy_viirs_snpp_2023.csv
2023-05-23,40.55802,9.66501,1,213,2023-05-23 02:13:00,0.89,n,N,0,italy_viirs_snpp_2023.csv
2023-05-23,41.07247,15.73109,1,1155,2023-05-23 11:55:00,3.17,l,D,0,italy_viirs_snpp_2023.csv
2023-05-23,40.51286,17.19526,1,1155,2023-05-23 11:55:00,2.7,l,D,0,italy_viirs_snpp_2023.csv
2023-05-23,40.50073,17.20777,1,1155,2023-05-23 11:55:00,3.84,n,D,2,italy_viirs_snpp_2023.csv
2023-05-23,41.07306,15.71203,1,1155,2023-05-23 11:55:00,7.63,n,D,0,italy_viirs_snpp_2023.csv
2023-05-23,41.07441,15.72114,1,1155,2023-05-23 11:55:00,4.26,n,D,0,italy_viirs_snpp_2023.csv
2023-05-23,45.58853,9.32515,1,1156,2023-05-23 11:56:00,3.14,n,D,0,italy_viirs_snpp_2023.csv
2023-05-23,44.97702,7.63603,1,1156,2023-05-23 11:56:00,5.56,l,D,0,italy_viirs_snpp_2023.csv
2023-05-23,45.4806,10.21334,1,1156,2023-05-23 11:56:00,2.7,l,D,2,italy_viirs_snpp_2023.csv
2023-05-23,44.93702,7.50946,1,1156,2023-05-23 11:56:00,7.25,n,D,0,italy_viirs_snpp_2023.csv
2023-05-23,45.14635,9.94256,1,1156,2023-05-23 11:56:00,9.71,l,D,2,italy_viirs_snpp_2023.csv
2023-05-23,44.49454,7.67684,1,1156,2023-05-23 11:56:00,2.57,n,D,0,italy_viirs_snpp_2023.csv
2023-05-24,40.51986,17.20592,1,13,2023-05-24 00:13:00,0.85,n,N,2,italy_viirs_snpp_2023.csv
2023-05-24,40.51937,17.21192,1,13,2023-05-24 00:13:00,0.85,n,N,2,italy_viirs_snpp_2023.csv
2023-05-24,40.62894,18.00136,1,13,2023-05-24 00:13:00,0.76,n,N,2,italy_viirs_snpp_2023.csv
2023-05-24,40.51484,17.21121,1,13,2023-05-24 00:13:00,2.34,n,N,2,italy_viirs_snpp_2023.csv
2023-05-24,40.50578,17.20987,1,13,2023-05-24 00:13:00,1.9,n,N,3,italy_viirs_snpp_2023.csv
2023-05-24,40.50124,17.20922,1,13,2023-05-24 00:13:00,1.9,n,N,3,italy_viirs_snpp_2023.csv
2023-05-24,37.21042,15.16663,1,14,2023-05-24 00:14:00,1.19,n,N,2,italy_viirs_snpp_2023.csv
2023-05-24,38.79531,15.20701,1,14,2023-05-24 00:14:00,0.16,n,N,1,italy_viirs_snpp_2023.csv
2023-05-24,37.73639,14.99522,1,14,2023-05-24 00:14:00,3.38,n,N,1,italy_viirs_snpp_2023.csv
2023-05-24,37.73154,14.99256,1,14,2023-05-24 00:14:00,8.25,n,N,1,italy_viirs_snpp_2023.csv
2023-05-24,37.73604,14.99363,1,14,2023-05-24 00:14:00,3.03,n,N,1,italy_viirs_snpp_2023.csv
2023-05-24,37.73123,14.99089,1,14,2023-05-24 00:14:00,3.03,n,N,1,italy_viirs_snpp_2023.csv
2023-05-24,38.79586,15.20525,1,14,2023-05-24 00:14:00,0.59,n,N,1,italy_viirs_snpp_2023.csv
2023-05-24,37.73067,14.99857,1,14,2023-05-24 00:14:00,2.46,n,N,3,italy_viirs_snpp_2023.csv
2023-05-24,37.43729,15.02711,1,14,2023-05-24 00:14:00,0.69,n,N,2,italy_viirs_snpp_2023.csv
2023-05-24,37.21194,15.16574,1,14,2023-05-24 00:14:00,1.5,n,N,2,italy_viirs_snpp_2023.csv
2023-05-24,45.38176,11.94613,1,152,2023-05-24 01:52:00,2.53,n,N,2,italy_viirs_snpp_2023.csv
2023-05-24,40.51919,17.19572,1,153,2023-05-24 01:53:00,2.38,n,N,0,italy_viirs_snpp_2023.csv
2023-05-24,43.36637,12.54361,1,153,2023-05-24 01:53:00,0.8,n,N,2,italy_viirs_snpp_2023.csv
2023-05-24,44.68206,10.0664,1,153,2023-05-24 01:53:00,0.33,n,N,0,italy_viirs_snpp_2023.csv
